SYMBOL,Industry,Sector,fiftyTwoWeekHigh,marketCap,dividend Rate,trailing PE,forward PE,priceToSales,Profit Margins,Operating Margins,Revenue Growth,Earnings Growth,ROA,ROE,Volume,DebtToEquity
PGEL,Electronic Components,Technology,694.0,153116016640,0.2,101.071434,69.87654,4.5172787,0.05452,0.0875,0.949,1.148,,,1218723,41.881
AARTIDRUGS,Drug Manufacturers - Specialty & Generic,Healthcare,635.0,44562558976,1.0,28.64816,,1.8726861,0.06397,0.09159,-0.067,-0.106,0.061680004,0.12241,207221,46.181
BANCOINDIA,Auto Parts,Consumer Cyclical,799.15,47166558208,34.0,17.180332,,1.6708251,0.096090004,0.14113,0.073,-0.002,,,166286,40.225
ANURAS,Specialty Chemicals,Basic Materials,1106.3,76944392192,1.25,79.349075,26.338432,5.729821,0.06994,0.12797,-0.342,-0.926,,,71225,36.511
SUBROS,Auto Parts,Consumer Cyclical,827.4,41326870528,1.8,33.89041,40.879047,1.2966595,0.03735,0.05761,0.168,1.577,,,57846,3.617
GOCOLORS,Apparel Retail,Consumer Cyclical,1407.8,65375232000,,75.75127,,8.245928,0.1074,0.19388,0.158,0.088,,,108727,77.679
NIITMTS,Education & Training Services,Consumer Defensive,576.9,62608515072,5.5,26.37931,,3.9279733,0.1432,0.18180999,0.041,0.21,0.10115,0.23199,127363,10.83
SHAREINDIA,Capital Markets,Financial Services,405.28,65094946816,1.8,12.955157,,4.25837,0.29183,0.32814997,0.519,-0.03,,,384756,24.228
HGINFRA,Engineering & Construction,Industrials,1879.9,87925669888,1.5,15.431799,13.562591,1.5827178,0.099139996,0.18163,0.131,0.081,,,139017,61.635
VEEDOL,Specialty Chemicals,Basic Materials,2800.0,32220606464,67.0,20.877613,,1.6640124,0.076859996,0.075780004,0.011,0.19,,,19485,0.151
SHRIPISTON,Auto Parts,Consumer Cyclical,2399.0,88518082560,10.0,18.691534,,2.7575898,0.14207,0.16238001,0.168,0.133,,,53449,24.083
MSTCLTD,Conglomerates,Industrials,1165.0,47474270208,18.7,21.273262,,6.235773,0.28327,0.43935,0.059,0.223,,,253585,16.31
EPL,Packaging & Containers,Consumer Cyclical,277.3,83200466944,4.6,36.255383,19.14394,2.0731184,0.05559,0.1079,0.107,0.175,,,836847,43.638
SHILPAMED,Drug Manufacturers - Specialty & Generic,Healthcare,959.5,79484788736,,156.18762,,6.713588,0.0378,0.15894,0.124,9.429,,,324680,52.078
DEN,Entertainment,Communication Services,69.4,21635618816,,9.1234045,-40.838097,2.204185,0.18839,0.0017200001,-0.1,0.135,-0.00149,0.05297,1335187,0.685
PARKHOTELS,Lodging,Consumer Cyclical,235.0,31884523520,,53.108696,,5.464451,0.100719996,0.18413,0.035,,,,143906,8.341
RESPONIND,Specialty Chemicals,Basic Materials,359.75,72517550080,0.1,37.294617,,5.9111857,0.15344,0.1574,0.303,0.209,0.08329,0.16056,156036,16.866
MEDPLUS,Pharmaceutical Retailers,Healthcare,849.0,81085276160,,104.09018,66.92268,1.390975,0.013049999,0.02266,0.159,2.75,,,199114,64.004
JINDWORLD,Textile Manufacturing,Consumer Cyclical,436.95,57539264512,0.2,69.875,,3.0349643,0.04221,0.0792,0.199,0.324,,,55930,122.809
NESCO,Conglomerates,Industrials,1058.75,63952965632,6.0,17.57459,15.522688,8.069842,0.44981,0.60716,0.06,-0.083,,,70121,0.011
BLUEJET,Biotechnology,Healthcare,553.35,83948789760,1.0,52.083794,28.999384,12.079727,0.22649999,0.25035,-0.093,-0.142,,,80892,0.191
IXIGO,Travel Services,Consumer Cyclical,197.5,58125062144,,78.190216,,8.031119,0.09263,0.09696999,0.26,-0.548,,,800784,1.948
LMW,Specialty Industrial Machinery,Industrials,19199.95,176713908224,75.0,57.80287,,4.2256546,0.06956,-0.01957,-0.435,-0.883,,,2793,
WSTCSTPAPR,Paper & Paper Products,Basic Materials,815.0,37046824960,8.0,6.472704,,0.8677293,0.13124,0.13375,-0.157,-0.536,,,112939,7.252
DHANUKA,Agricultural Inputs,Basic Materials,1925.8,65106632704,16.0,24.451797,18.451883,3.4575083,0.13543999,0.12043,0.337,0.484,,,29564,2.148
ZYDUSWELL,Packaged Foods,Consumer Defensive,2484.0,117563662336,5.0,37.591934,,4.76603,0.12332,0.17848,0.198,0.338,,,21514,6.135
RALLIS,Agricultural Inputs,Basic Materials,378.7,65584783360,2.5,41.860313,27.104818,2.3889146,0.054229997,0.14655,0.115,0.191,0.04422,0.0794,957110,3.534
TIMETECHNO,Packaging & Containers,Consumer Cyclical,474.0,95945564160,2.0,27.177916,32.20517,1.8604739,0.0647,0.10904,0.139,0.413,,,771882,31.722
JAMNAAUTO,Auto Parts,Consumer Cyclical,149.66,44683206656,2.4,20.742249,,1.8551167,0.08561,0.114779994,-0.032,0.018,,,2157813,32.411
DISHTV,Entertainment,Communication Services,26.05,23549722624,,,10.122951,1.2998974,-1.0977,0.13062,-0.09,,,,10284583,
TCIEXP,Integrated Freight & Logistics,Industrials,1447.75,38353133568,8.0,30.772627,21.507605,3.088188,0.09794,0.09438,-0.039,-0.31,,,22931,1.486
RELIGARE,Insurance - Life,Financial Services,297.6,84555653120,,44.019264,,1.26966,0.02822,0.02404,0.331,-0.716,,,2207644,13.942
PRUDENT,Asset Management,Financial Services,2847.05,111234809856,2.0,68.496796,45.070335,12.240962,0.17045,0.23129,0.507,0.574,,,23300,4.22
JSFB,Banks - Regional,Financial Services,760.9,48325754880,,6.430429,,1.9803188,0.29652,0.15804,0.057,-0.399,0.02352,0.22507,576149,
SBCL,Metal Fabrication,Industrials,729.8,37523398656,2.0,44.436924,,7.390591,0.15915,0.16555999,-0.01,-0.163,,,154843,12.439
AVALON,Electronic Components,Technology,667.0,38806564864,,212.80797,48.62169,4.6667857,0.02238,-0.01119,-0.152,,,,340270,38.111
GULFOILLUB,Specialty Chemicals,Basic Materials,1513.55,58658078720,36.0,17.094687,27.355663,1.7336568,0.09634,0.11233,0.101,0.254,,,211188,26.728
INFIBEAM,Software - Infrastructure,Technology,42.5,76446277632,0.05,36.47222,7.7235293,2.4028563,0.06352,0.06807,0.014,1.778,,,7449738,2.413
GOPAL,Packaged Foods,Consumer Defensive,487.0,58165301248,1.25,57.480816,,3.9214396,0.06553,0.09555,0.126,0.064,0.16623,0.24610001,520366,1.349
SPANDANA,Credit Services,Financial Services,1243.2,33374351360,,7.5186286,,2.2444687,0.29383,0.28234,-0.111,-0.539,,,172165,258.872
RAMKY,Engineering & Construction,Industrials,1009.05,41657069568,,14.366483,,1.9171609,0.12612,0.18207,0.022,-0.333,,,94721,44.766
TEXRAIL,Railroads,Industrials,296.49,78966636544,0.5,36.338234,31.377775,2.1126726,0.0366,0.06948,0.358,1.275,,,3200554,24.941
HEIDELBERG,Building Materials,Basic Materials,258.0,50776686592,8.0,31.741982,22.89695,2.2054477,0.06747,0.093760006,-0.107,-0.238,,,380837,9.324
SANGHVIMOV,Rental & Leasing Services,Industrials,747.475,35812155392,3.0,18.184772,,5.7441487,0.29937,0.27748,0.031,-0.031,,,330684,28.861
ICIL,Textile Manufacturing,Consumer Cyclical,450.65,73408897024,2.2,20.95831,37.237656,1.9538871,0.09102,0.12753999,0.27,0.056,,,227048,45.759
TDPOWERSYS,Specialty Industrial Machinery,Industrials,451.0,62004924416,1.1,46.931118,35.82629,5.882761,0.12053,0.16014,0.243,0.322,,,453059,0.001
JTEKTINDIA,Auto Parts,Consumer Cyclical,225.7,43075055616,0.6,40.37192,,1.8559756,0.04441,0.03165,0.158,-0.157,,,123827,14.043
AARTIPHARM,Drug Manufacturers - Specialty & Generic,Healthcare,721.7,54864982016,2.0,24.39162,,2.8139558,0.11553001,0.13734001,0.212,0.177,,,154234,16.235
RBA,Restaurants,Consumer Cyclical,133.7,48051425280,,,-110.670586,1.9430724,-0.08768,-0.044060003,0.059,,,,1013858,227.38
LUXIND,Apparel Manufacturing,Consumer Cyclical,2493.0,57430814720,2.0,37.454975,13.811699,2.457438,0.06282,0.07308,0.028,1.036,,,63812,13.589
VOLTAMP,Electrical Equipment & Parts,Industrials,14800.0,130224783360,90.0,36.76429,33.50363,7.548593,0.19478,0.17007999,0.329,0.564,,,42034,0.237
GRWRHITECH,Specialty Chemicals,Basic Materials,4218.0,88227250176,10.0,33.221775,,4.9795823,0.13994001,0.22809,0.25,1.022,,,72795,0.974
HIKAL,Drug Manufacturers - Specialty & Generic,Healthcare,410.9,43784237056,1.2,62.14545,27.564516,2.4278717,0.0376,0.06441,0.048,-0.268,,,271652,68.84
AMIORG,Specialty Chemicals,Basic Materials,1823.0,63241670656,3.0,163.99457,39.52712,8.541209,0.04997,0.1321,0.241,-0.197,,,187837,31.731
KSCL,Agricultural Inputs,Basic Materials,1201.0,43898732544,5.0,13.123098,11.711429,3.6114993,0.25892,0.35805,0.091,0.161,,,85116,0.011
SAMHI,Lodging,Consumer Cyclical,237.85,41612017664,,,,4.092263,-0.14446001,0.20862,0.312,,,,1153589,204.393
REDTAPE,Footwear & Accessories,Consumer Cyclical,975.0,126821367808,,74.61539,,6.7097344,0.08473,0.11229,0.122,-0.343,,,169456,74.034
SHARDAMOTR,Auto Parts,Consumer Cyclical,2952.1,60273852416,9.92,18.483894,,2.1218758,0.11307,0.120790005,0.048,0.395,,,17400,2.353
CYIENTDLM,Electronic Components,Technology,883.8,50799550464,,70.88915,,3.8188832,0.05054,0.063590005,0.334,0.032,0.03451,0.0736,210059,36.636
HNDFDS,Packaged Foods,Consumer Defensive,686.4,68778401792,,66.70375,,2.2899115,0.03226,0.06122,0.402,0.15,,,91439,112.952
ALLCARGO,Integrated Freight & Logistics,Industrials,98.0,57050476544,2.1,171.84377,4.724227,0.41552967,0.0023700001,0.05604,1.119,2.983,,,2232993,
KTKBANK,Banks - Regional,Financial Services,285.0,80803602432,5.5,5.4952483,4.8222537,1.8825063,0.31272,0.40035,0.126,-0.154,0.01209,0.13222,1625399,
STARCEMENT,Building Materials,Basic Materials,256.0,81199767552,,33.880207,19.732052,2.7988322,0.08027001,0.13462,-0.012,-0.667,,,310646,5.422
EDELWEISS,Capital Markets,Financial Services,145.53,102640066560,1.5,20.550295,6.615238,1.6559763,0.06922,0.065960005,0.217,0.696,,,3580865,338.416
AZAD,Specialty Industrial Machinery,Industrials,2080.0,86768967680,,121.97574,,23.88553,0.18801,0.27462998,0.296,0.946,,,104721,6.113
BAJAJELEC,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1110.0,99628228608,3.0,76.89891,,2.1269684,0.02606,0.03762,0.038,-0.242,,,17317,103.913
OPTIEMUS,Electronics & Computer Distribution,Technology,873.8,55051608064,1.5,84.72023,,3.1660576,0.03422,0.034089997,0.75,0.315,,,131801,38.443
TI,Beverages - Wineries & Distilleries,Consumer Defensive,329.9,54818869248,0.5,34.021603,29.423077,3.9072092,0.10859,0.14130001,0.03,0.526,,,616132,18.572
SSWL,Auto Parts,Consumer Cyclical,297.9,31895853056,1.0,4.5785766,10.650821,0.73526835,0.15401,0.08241,-0.018,-0.139,,,200395,72.692
HEMIPROP,Real Estate - Diversified,Real Estate,264.95,51698941952,,,,8688.897,,-11.93953,0.579,,,,631569,17.496
MARKSANS,Drug Manufacturers - General,Healthcare,328.8,122422165504,0.6,35.863945,,5.3978214,0.14718,0.18285,0.181,0.289,,,1682785,11.7
NOCIL,Specialty Chemicals,Basic Materials,336.0,46390890496,3.0,35.232716,19.10238,3.266573,0.088549994,0.07491,-0.062,-0.21,,,432462,0.773
HATHWAY,Entertainment,Communication Services,27.95,33508024320,,31.7193,40.17778,1.6643335,0.05019,0.010670001,0.06,0.364,0.00993,0.02359,3389795,0.367
HCC,Engineering & Construction,Industrials,57.5,64456986624,,11.342679,17.760977,0.9346821,0.061329998,0.06978,-0.057,,,,21508700,
ZENTEC,Aerospace & Defense,Industrials,1997.7,159443681280,1.0,90.07427,,28.369732,0.28043,0.4255,0.922,0.627,,,277670,12.754
MOIL,Other Industrial Metals & Mining,Basic Materials,588.0,70660153344,5.1,19.226715,8.143921,4.5220957,0.22983,0.35969,0.298,0.762,,,1257847,
SURYAROSNI,Steel,Basic Materials,841.65,68527071232,5.0,18.2473,25.207296,0.8755003,0.04631,0.06365,0.01,0.564,,,258531,0.739
DELTACORP,Resorts & Casinos,Consumer Cyclical,159.8,31155224576,1.25,15.118918,,3.679693,0.23385,0.09377,-0.338,-0.68,,,1242177,2.046
BALMLAWRIE,Conglomerates,Industrials,320.45,40126021632,8.5,14.065092,,1.6823652,0.112390004,0.07746,0.077,0.113,,,295370,6.119
FCL,Specialty Chemicals,Basic Materials,458.85,43712393216,2.4,32.782295,,7.5543613,0.21237,0.23259,0.073,0.103,,,409645,1.144
JTLIND,Steel,Basic Materials,278.0,38797086720,0.25,28.976925,,1.8917972,0.05771,0.07334,0.021,0.264,,,616313,2.582
SYMPHONY,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1880.95,114907930624,4.0,52.081978,52.014294,8.296183,0.15314999,0.19962,0.758,2.709,,,135937,22.683
GHCL,Chemicals,Basic Materials,726.8,53929095168,12.0,9.990805,7.0012884,1.655074,0.15903,0.22797,-0.183,-0.647,,,162528,7.053
SUDARSCHEM,Specialty Chemicals,Basic Materials,1234.45,67115847680,6.1,54.35986,53.254234,2.6173308,0.04676,0.072119996,0.042,-0.891,,,205130,40.648
ESAFSFB,Banks - Regional,Financial Services,82.4,22976253952,0.7,6.163793,,1.0433284,0.16274,0.15887,-0.031,-0.578,,,864511,
HAPPYFORGE,Metal Fabrication,Industrials,1299.95,102574940160,4.0,41.496506,,7.487883,0.17719999,0.23309,0.035,-0.07,,,26953,8.869
BBL,Electrical Equipment & Parts,Industrials,5689.65,52472356864,35.0,76.91727,103.05718,2.905784,0.07201,0.066360004,-0.151,-0.056,,,24064,8.494
CHOICEIN,Capital Markets,Financial Services,498.1,95990923264,,86.14367,,11.52891,0.18993,0.25897,0.272,0.53,0.08266,0.21924,443588,55.262
ROLEXRINGS,Metal Fabrication,Industrials,2794.0,59319525376,,35.843697,,4.8575177,0.12898,0.19867,-0.002,0.03,,,12295,2.011
IDEAFORGE,Computer Hardware,Technology,888.8,27588890624,,94.27683,,9.10176,0.09099,-0.04824,-0.112,-0.942,,,200943,2.194
JKIL,Engineering & Construction,Industrials,936.8,54622957568,4.0,15.291731,11.4606285,1.0860779,0.06856,0.111870006,0.133,0.192,,,198417,22.412
BAJAJHIND,Confectioners,Consumer Defensive,46.1,44135096320,,,,0.7200005,-0.01282,-0.01887,0.019,,,,12169238,85.611
PAISALO,Credit Services,Financial Services,99.625,39944986624,0.1,12.008645,,10.333215,0.47095,0.60744,0.118,0.07,,,6391957,199.742
VAIBHAVGBL,Luxury Goods,Consumer Cyclical,542.4,46991503360,6.0,36.890083,5.6859503,1.4971555,0.040110003,0.042600002,0.149,-0.073,,,335744,17.341
NRBBEARING,Auto Parts,Consumer Cyclical,401.55,24846061568,3.5,9.783208,22.140945,2.2357655,0.22118999,0.10771,0.063,0.346,,,221387,20.369
GOKEX,Apparel Manufacturing,Consumer Cyclical,1128.0,61236056064,1.0,43.67118,20.440243,2.189841,0.04492,0.051,0.811,-0.266,,,78809,62.327
SENCO,Luxury Goods,Consumer Cyclical,1544.0,98439405568,2.0,45.657944,40.173508,1.843458,0.03832,0.06458,0.075,0.657,,,380394,128.97
BOROLTD,"Furnishings, Fixtures & Appliances",Consumer Cyclical,459.0,52646174720,,68.05375,,5.3513255,0.07136,0.04425,-0.135,0.286,,,137531,28.422
KSL,Steel,Basic Materials,1083.0,34544852992,10.0,13.387978,21.86849,1.7953595,0.1246,0.137,-0.071,-0.148,,,29995,35.491
GRAVITA,Metal Fabrication,Industrials,2700.0,145757634560,9.55,50.76727,35.564285,4.216963,0.0777,0.10424,0.109,0.251,0.12607001,0.33426,315172,59.404
ISGEC,Specialty Industrial Machinery,Industrials,1591.25,98125119488,4.0,35.714287,,1.5396385,0.040549997,0.06425,0.111,0.292,,,48121,31.189
EMIL,Specialty Retail,Consumer Cyclical,262.0,75064393728,,35.962746,23.275381,1.1413639,0.029830001,0.0626,0.169,0.197,,,704178,114.616
INDIGOPNTS,Specialty Chemicals,Basic Materials,1689.0,78463844352,3.5,53.75797,,5.9056416,0.10724,0.10328,0.078,-0.155,,,334242,2.331
SUNTECK,Real Estate - Development,Real Estate,699.0,83116253184,1.5,75.74786,19.636263,10.254261,0.12392,0.08858,3.482,,,,138501,12.001
JISLJALEQS,Conglomerates,Industrials,84.19,39167082496,,57.968754,,0.6611466,0.0039500003,0.08112001,-0.131,-0.655,,,2966096,72.432
PATELENG,Engineering & Construction,Industrials,79.0,40832339968,,13.344538,,0.90194243,0.06661,0.12956999,-0.015,0.34,,,6658679,60.407
INDIAGLYCO,Chemicals,Basic Materials,1548.95,39396900864,8.0,20.120646,,1.102443,0.05099,0.101160005,0.406,0.18,,,186739,65.735
NEOGEN,Specialty Chemicals,Basic Materials,2390.0,52384710656,2.0,129.87822,54.050102,7.4226646,0.052950002,0.13331,0.091,0.11,,,50051,53.785
SINDHUTRAD,Conglomerates,Industrials,45.15,35880722432,,58.891895,,1.9790511,0.054619998,0.22814,0.297,,0.01631,0.05474,685577,44.146
IIFLSEC,Capital Markets,Financial Services,448.95,119222583296,3.0,15.672138,38.990063,4.808324,0.28921,0.40183997,0.303,0.823,0.08625,0.38261002,1460780,47.391
POWERMECH,Engineering & Construction,Industrials,3725.0,91698397184,1.0,33.33273,28.975555,2.1085374,0.0592,0.10052,0.164,0.112,,,92923,21.507
LXCHEM,Specialty Chemicals,Basic Materials,325.5,71671439360,0.6,58.111637,23.3,2.511299,0.04084,0.06311,-0.021,-0.146,,,1135255,7.941
STLTECH,Communication Equipment,Technology,162.9,58047033344,1.0,,12.637968,1.1236359,-0.02962,0.00896,-0.205,,,,1061564,166.881
MAHLOG,Integrated Freight & Logistics,Industrials,554.7,31993954304,2.5,,26.740692,0.5526576,-0.0086900005,0.008169999,0.115,,0.00804,-0.09434,220040,179.479
AGI,Packaging & Containers,Consumer Cyclical,1066.55,59084840960,6.0,21.83342,,2.4327364,0.103369996,0.18493,0.014,-0.004,,,188424,34.158
SANDUMA,Steel,Basic Materials,634.8,68589592576,1.0,19.196514,,4.599408,0.23079,0.29415,0.66,2.815,,,95397,6.155
ORISSAMINE,Other Industrial Metals & Mining,Basic Materials,9721.05,48872103936,,294.16794,,52.691612,0.16877002,0.18246001,3.082,,,,18946,
GABRIEL,Auto Parts,Consumer Cyclical,559.55,62169190400,3.5,29.237057,23.712708,1.6774977,0.05691,0.07725,0.188,0.356,0.09721,0.20887,317462,7.503
CONFIPET,Oil & Gas Refining & Marketing,Energy,120.0,26987974656,0.1,28.981201,,1.0374923,0.03243,0.0438,-0.111,-0.577,,,1174514,49.91
JUNIPER,Lodging,Consumer Cyclical,538.25,77163962368,,158.5577,,9.081296,0.05451,0.18132,0.191,,,,127356,47.328
PARADEEP,Agricultural Inputs,Basic Materials,98.35,73442246656,0.5,31.144928,,0.67389214,0.020669999,0.04419,-0.222,,,,2986942,112.605
MIDHANI,Steel,Basic Materials,547.5,63845371904,2.82,76.29187,27.025423,6.089737,0.07475,0.04914,-0.129,-0.72,,,582950,32.797
LLOYDSENGG,Specialty Industrial Machinery,Industrials,93.4,87363338240,0.2,82.860466,,11.855296,0.13214,0.1401,0.742,0.412,0.116239995,0.27762,4572618,14.82
BEPL,Chemicals,Basic Materials,177.0,34715783168,5.0,17.605516,21.93127,2.630017,0.13661,0.13808,0.168,-0.041,0.11135,0.19336,1628688,
EPIGRAL,Chemicals,Basic Materials,2406.75,85639118848,5.0,31.64479,19.758299,4.029125,0.11773,0.21952,0.432,1.727,,,137397,76.871
INOXGREEN,Utilities - Renewable,Utilities,224.65,63108517888,,182.42046,,28.874687,0.13287,0.07216,-0.204,,,,1953607,12.875
UTKARSHBNK,Banks - Regional,Financial Services,68.3,45688971264,0.5,8.169103,,2.217931,0.25608,0.33692002,0.264,0.033,,,3105943,
TIRUMALCHM,Specialty Chemicals,Basic Materials,362.85,30327302144,1.0,,,1.4338269,-0.020969998,0.03042,0.061,-0.519,,,338101,109.206
EVEREADY,Electrical Equipment & Parts,Industrials,505.0,28965888000,1.0,38.62755,,2.2280123,0.054819997,0.12087,-0.039,0.181,,,201543,79.266
WOCKPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,1146.8,164507779072,,,,5.6241975,-0.11726,0.051420003,0.148,,,,700972,64.336
NFL,Agricultural Inputs,Basic Materials,169.95,53178658816,0.27,19.065298,,0.2251832,0.01113,0.00354,0.008,,,,2147752,160.153
ORCHPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,1590.0,64963551232,,55.865986,,7.37506,0.12728,0.09839,0.336,2.13,,,67094,11.559
SOUTHBANK,Banks - Regional,Financial Services,40.15,62031929344,0.3,4.2471695,4.9800887,1.2927289,0.25246,0.36046,0.077,-0.053,0.01039,0.14693,27984859,
JAICORPLTD,Specialty Chemicals,Basic Materials,438.3,58758979584,0.5,93.48973,,12.045099,0.12445,0.14044,0.052,1.484,,,460309,
PURVA,Real Estate - Development,Real Estate,569.6,98796601344,6.3,122.06069,58.239326,3.9199867,0.03002,0.21295999,1.037,,,,42647,175.988
TARC,Real Estate - Development,Real Estate,269.95,70395166720,,,,124.109955,-2.0246,-0.2449,-0.869,,,,495685,109.225
DCMSHRIRAM,Specialty Chemicals,Basic Materials,1210.0,162740518912,10.2,31.648632,23.206535,1.4312433,0.043169998,0.056149997,0.035,0.771,,,51906,32.989
PARAS,Aerospace & Defense,Industrials,1592.7,40233209856,,88.52913,92.69,13.933579,0.14165,0.24494,0.73,1.474,,,119871,14.844
HERITGFOOD,Packaged Foods,Consumer Defensive,727.35,54967533568,2.5,28.571045,22.499998,1.3937478,0.04423,0.06463,0.042,1.165,0.12169,0.21364,1365889,16.074
FUSION,Credit Services,Financial Services,674.85,20194416640,,5.500722,2.5173783,1.838932,0.318,-0.37625998,-0.541,,,,363269,302.509
SEQUENT,Drug Manufacturers - Specialty & Generic,Healthcare,240.7,43739897856,,752.9565,34.293068,3.0657425,0.00385,0.06786,0.171,,,,354652,68.404
DYNAMATECH,Auto Parts,Consumer Cyclical,9082.9,49436983296,10.0,51.02212,,3.4984772,0.06499,0.06561,-0.045,-0.725,,,15936,87.622
JKPAPER,Paper & Paper Products,Basic Materials,638.75,77916553216,8.5,9.140041,26.961443,1.1477693,0.14036,0.13365,0.082,-0.602,,,626105,42.292
IPL,Agricultural Inputs,Basic Materials,431.75,22105659392,0.75,32.06295,15.107627,3.1609318,0.0917,0.10882,0.094,0.252,,,557131,3.1
DHANI,Credit Services,Financial Services,69.0,35500208128,,,,22.275772,-2.27764,-1.6521801,-0.389,,,,5176433,20.129
ASHOKA,Engineering & Construction,Industrials,284.74,65254031360,,10.16439,11.785363,0.6317743,0.05771,0.20493001,0.274,1.224,,,1647906,224.785
GREAVESCOT,Specialty Industrial Machinery,Industrials,199.0,42276855808,2.0,,,1.5633197,-0.04433,0.0019400001,0.125,,,,2464389,4.823
BOMDYEING,Textile Manufacturing,Consumer Cyclical,256.4,46573682688,1.2,1.4435813,,2.8373673,1.87883,0.00856,-0.094,,,,3259822,0.149
ARVIND,Textile Manufacturing,Consumer Cyclical,421.3,88386510848,3.75,26.376688,12.920976,1.1456331,0.04019,0.044439998,-0.012,-0.405,,,601273,40.0
EMBDL,Real Estate - Development,Real Estate,157.8,75096317952,,,,9.949431,-0.45719,-0.01663,1.553,,-0.03363,-0.09029,8434908,7.995
WABAG,Engineering & Construction,Industrials,1905.65,106016079872,,39.21491,25.540453,3.6181726,0.085530005,0.12674,0.133,0.087,,,666974,15.84
POLYPLEX,Specialty Chemicals,Basic Materials,1375.0,36426280960,3.0,35.591953,,0.5663334,0.01469,0.06445,0.08,,,,173964,12.869
WELENT,Engineering & Construction,Industrials,619.0,71239761920,3.0,20.489511,14.110482,2.3123786,0.09781,0.14503,0.298,0.081,,,613821,30.604
HINDWAREAP,"Furnishings, Fixtures & Appliances",Consumer Cyclical,554.4,22990252032,0.38,76.973335,,0.8167468,0.00764,0.04024,-0.047,,,,559284,172.443
JCHAC,"Furnishings, Fixtures & Appliances",Consumer Cyclical,2620.1,66193453056,,196.04004,44.60009,2.686848,0.01129,-0.114209995,0.415,,0.023710001,0.048299998,111405,6.757
IFBIND,"Furnishings, Fixtures & Appliances",Consumer Cyclical,2359.9,92127657984,,92.595894,34.723457,1.9936348,0.01916,0.04084,0.169,,,,137707,22.873
VSTIND,Tobacco,Consumer Defensive,486.15,58882461696,13.64,21.738977,1.1643554,4.149562,0.17129,0.1574,0.03,-0.374,0.099379994,0.21683,1474418,
GLS,Drug Manufacturers - Specialty & Generic,Healthcare,1335.1,131515817984,43.5,27.247389,18.253258,5.9647174,0.19207,0.23528999,-0.149,-0.2,0.11428001,0.1718,566189,0.629
PSB,Banks - Regional,Financial Services,77.5,335568044032,0.2,47.64,,9.125283,0.18349001,0.28425,0.105,0.25,0.00465,0.05054,1244844,
